Timestamp,Currency,,Annual total compensation,Annual gross base pay,Signing bonus,Value of bonus,Value of initial stock,Value of additional stock,Negotiated or not,Job type,Job title,Name of company,Publicly-traded or privately-held,Industry,Location,Cumulative work experience,Time under employer,Time in current position,Education level,Major/Concentration,,,Age,Gender,Ethnicity,Country,Cost of living
2/20/2019 16:22:11,US Dollar (USD),Salary,80.0,80.0,0.0,0.25,0.0,0.0,Yes,Full-time,Software Engineer,Reinke Manufacturing,Privately-held,Manufacturing,Mostly Remote (sometimes in the office),158.0,38.0,38.0,Master's Degree,Computer Science,Pursuing Master's Degree,Cybersecurity,36.0,Male,White,USA,Low cost of living
2/20/2019 17:34:51,US Dollar (USD),Hourly,140.0,140.0,0.0,0.0,0.0,0.0,Yes,Contractor (primarily one employer),Data Pipeline Engineer,Charter,Publicly-traded,Cable,Mostly in office (some remote allowed),15.0,1.0,1.0,Bachelor's (4-year) Degree,Computer Science,Other,,,Male,White,United States,Medium cost of living
2/21/2019 0:43:59,US Dollar (USD),Salary,75.0,75.0,0.0,0.0,0.0,0.0,Yes,Full-time,Software Engineer,,Privately-held,,Mostly in office (some remote allowed),24.0,12.0,12.0,Bootcamp / Nano Degree,na,Other,,32.0,Male,Asian,US,Low cost of living
2/23/2019 1:11:02,US Dollar (USD),Salary,180.0,180.0,0.0,0.0,368.0,,Yes,Full-time,Senior Software Engineer,,Privately-held,Fintech,Fully on-site position (never or almost-never remote),48.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science,Other,,26.0,Male,White,USA,High cost of living
2/23/2019 19:36:19,US Dollar (USD),Hourly,40.0,40.0,,,,,Yes,Intern,Senior Technical Intern,Leonardo DRS,Privately-held,Defense Contracting,Fully on-site position (never or almost-never remote),24.0,3.0,3.0,Some college/university (did not graduate),Computer Engineering,Pursuing Bachelor's (4-year) Degree,Computer Engineering,22.0,Male,White,United States,Medium cost of living
2/25/2019 19:55:41,US Dollar (USD),Salary,92.5,84.0,2.5,,25.0,,No,Full-time,Software Engineer,,Publicly-traded,Semiconductor,Mostly in office (some remote allowed),36.0,24.0,0.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Bachelor's (4-year) Degree,,,,,,
3/1/2019 6:30:28,US Dollar (USD),Salary,900.0,400.0,30.0,500.0,,,No,Full-time,Software Engineer,,Privately-held,Finance (trading),Fully on-site position (never or almost-never remote),94.0,39.0,5.0,Bachelor's (4-year) Degree,Computer Science/Physics,Other,,28.0,Male,White,USA,High cost of living
3/3/2019 15:23:09,US Dollar (USD),Salary,0.105,0.096,,0.008,,,Yes,Full-time,Software Engineer,,Privately-held,,Fully on-site position (never or almost-never remote),60.0,24.0,24.0,Bachelor's (4-year) Degree,Physics,Other,,33.0,Male,White,USA,Medium cost of living
3/3/2019 18:25:55,US Dollar (USD),Salary,54.0,54.0,,,,,No,Full-time,Associate Software Engineer B,Blackbaud,Publicly-traded,,Mostly in office (some remote allowed),15.0,10.0,4.0,Bachelor's (4-year) Degree,Computer Science ,Other,,23.0,Male,Hispanic/Latino,US,Medium cost of living
3/5/2019 2:27:18,US Dollar (USD),Salary,100.0,90.98,5.0,9.9,,,No,Full-time,Software Test Engineer,ASML,Publicly-traded,Semiconductor ,Fully on-site position (never or almost-never remote),47.0,30.0,30.0,Bachelor's (4-year) Degree,Electrical Engineering,Other,,27.0,Male,Asian,United States,High cost of living
3/5/2019 21:33:00,US Dollar (USD),Salary,90.0,85.0,,10.0,,,No,Full-time,Software Engineer,Medisked,Privately-held,Healthcare,Mostly in office (some remote allowed),72.0,60.0,5.0,Bachelor's (4-year) Degree,Information Science,Other,,27.0,Male,Black,United States of America,Low cost of living
3/7/2019 12:54:16,US Dollar (USD),Salary,160.0,160.0,,,,,Yes,Full-time,Senior Software Engineer,Metromile,Privately-held,InsTech,Mostly Remote (sometimes in the office),111.0,27.0,27.0,Bachelor's (4-year) Degree,Computer Science,Other,,38.0,Male,White,,High cost of living
3/7/2019 20:44:35,US Dollar (USD),Salary,535.0,150.0,,385.0,,,Yes,Full-time,Senior Software Engineer,,Privately-held,Finance (trading),Fully on-site position (never or almost-never remote),108.0,108.0,48.0,Bachelor's (4-year) Degree,Computer Engineering,Other,,32.0,Male,White,United States,Medium cost of living
3/12/2019 14:18:54,US Dollar (USD),Salary,80.0,82.0,,2.0,,,No,Full-time,Software Engineer,MLB Advanced Media,Privately-held,Sports,Mostly in office (some remote allowed),72.0,72.0,36.0,Bachelor's (4-year) Degree,Computer Science and Information Systems,Other,,31.0,Male,White,USA,High cost of living
3/13/2019 1:43:07,US Dollar (USD),Salary,75.0,75.0,0.0,0.0,0.0,0.0,Yes,Full-time,Scientist,,Privately-held,healthcare ,Fully on-site position (never or almost-never remote),6.0,6.0,6.0,Bachelor's (4-year) Degree,Microbiology,Pursuing Bootcamp / Nano Degree,,30.0,Male,White,USA,High cost of living
3/13/2019 9:12:54,US Dollar (USD),Salary,44.476,44.476,,,,,No,Full-time,Software Developer,,Privately-held,,Fully on-site position (never or almost-never remote),60.0,12.0,12.0,High school / GED,,Other,,23.0,Male,White,usa,Medium cost of living
3/13/2019 23:44:13,US Dollar (USD),Salary,60.0,60.0,,,,,No,Full-time,Web Developer,,Privately-held,,Mostly in office (some remote allowed),0.0,1.0,1.0,Bachelor's (4-year) Degree,Chemistry,Other,,25.0,Male,Asian,United States,Medium cost of living
3/14/2019 22:51:51,US Dollar (USD),Salary,148.0,148.0,,4.0,,,Yes,Full-time,Software Development Manager,,Privately-held,Space / Government,Mostly in office (some remote allowed),216.0,216.0,54.0,Bachelor's (4-year) Degree,Computer Science,Other,,39.0,Male,White,USA,High cost of living
3/16/2019 17:20:56,US Dollar (USD),Salary,80.0,73.0,4.0,3.0,,,No,Full-time,IT-FCG/Software Engineer,Ford Motor Company,Publicly-traded,Auto,Mostly in office (some remote allowed),0.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science and Economics ,Pursuing Bachelor's (4-year) Degree,Computer Science and Economics ,22.0,Male,Hispanic/Latino,US,Low cost of living
3/17/2019 15:24:41,US Dollar (USD),Hourly,0.022,3.0,,,,,,Intern,Technical Intern,PSEG Nuclear,Publicly-traded,,Fully on-site position (never or almost-never remote),3.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Bachelor's (4-year) Degree,Computer Science,22.0,Male,Asian,,Medium cost of living
3/20/2019 23:30:09,US Dollar (USD),Salary,82.5,75.0,0.0,7.5,0.0,0.0,No,Full-time,"Java XP Engineer, Senior analyst",CVS Health,Publicly-traded,Healthcare,Fully on-site position (never or almost-never remote),20.0,2.0,2.0,Bachelor's (4-year) Degree,Management Information Systems,Other,,23.0,Male,White,USA,Medium cost of living
3/23/2019 5:13:56,US Dollar (USD),Salary,195.0,140.0,55.0,0.0,100.0,10.0,Yes,Full-time,Software Engineer,Zillow,Publicly-traded,Real Estate/Internet,Mostly in office (some remote allowed),39.0,6.0,6.0,Bachelor's (4-year) Degree,Computer Science,Other,,28.0,Male,White,USA,High cost of living
3/23/2019 10:09:56,US Dollar (USD),Hourly,16.016,16.016,0.0,0.0,0.0,0.0,No,Part-time,Cook,Mcalister's Deli,Privately-held,Restaurant,Fully on-site position (never or almost-never remote),24.0,18.0,18.0,Bachelor's (4-year) Degree,Computer Science,Other,Computer Science,36.0,Female,White,United States,High cost of living
3/23/2019 16:05:15,US Dollar (USD),Salary,67.0,67.0,0.0,0.0,0.0,0.0,Yes,Full-time,Firmware Engineer,Vertiv,Privately-held,Critical server infrastructure,Mostly in office (some remote allowed),24.0,12.0,12.0,Bachelor's (4-year) Degree,Electrical Engineering,Other,,26.0,Male,White,United States,Medium cost of living
3/25/2019 13:29:14,US Dollar (USD),Salary,105.0,105.0,15.0,10.0,,,No,Full-time,Technology Consultant,Deloitte,Privately-held,Consulting,"50-50 (half the time in the office, half the time not)",36.0,13.0,13.0,Master's Degree,Computer Science,Other,,27.0,Male,Asian,India,High cost of living
3/25/2019 16:20:54,US Dollar (USD),Salary,75.0,70.0,0.0,0.0,0.0,0.0,No,Full-time,Software Engineer I,,Publicly-traded,Defense,Mostly in office (some remote allowed),12.0,8.0,8.0,Bachelor's (4-year) Degree,Computer science,Other,,23.0,Male,White,USA,High cost of living
3/26/2019 8:41:33,US Dollar (USD),Salary,85.0,85.0,0.0,6.8,0.0,2.0,Yes,Full-time,Senior Software Engineer,,Privately-held,Consulting,Fully on-site position (never or almost-never remote),72.0,36.0,36.0,Bachelor's (4-year) Degree,Computer Science,Other,,31.0,Male,Asian,UAE,High cost of living
3/28/2019 14:21:01,US Dollar (USD),Hourly,32.5,32.5,,,,,No,Full-time,Product Designer,The Petting Zoo,Privately-held,Toy Manufacturing,Fully on-site position (never or almost-never remote),0.0,60.0,48.0,Bachelor's (4-year) Degree,Illustration,Other,,27.0,Male,Asian,usa,Medium cost of living
3/29/2019 13:06:53,US Dollar (USD),Salary,59.66,93.55,,,,,No,Full-time,Software engineer,Privakey Inc,Privately-held,Software Security,Mostly in office (some remote allowed),96.0,96.0,96.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,31.0,Male,White,USA,Medium cost of living
3/31/2019 21:07:13,US Dollar (USD),Salary,99.0,90.0,,,,,Yes,Full-time,Data Engineer,DataLink,Privately-held,Software,"50-50 (half the time in the office, half the time not)",60.0,11.0,1.0,Some college/university (did not graduate),Computer Engineering,Other,,28.0,Male,Asian,United States,Low cost of living
4/2/2019 16:53:15,US Dollar (USD),Salary,90.0,90.0,0.0,9.0,15.0,,No,Full-time,Senior Software Engineer,,Publicly-traded,Public Safety,Mostly in office (some remote allowed),40.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Engineer,Other,,29.0,Male,White,United States,Medium cost of living
4/3/2019 15:01:23,US Dollar (USD),Salary,185.0,142.0,25.0,18.0,,,Yes,Full-time,Software Engineer,Bloomberg,Privately-held,Fintech,Fully on-site position (never or almost-never remote),12.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Engineering,Other,,,,,,
4/4/2019 16:58:45,US Dollar (USD),Salary,80.0,80.0,,,,,No,Full-time,Integration Consultant,,Privately-held,,Fully on-site position (never or almost-never remote),12.0,12.0,12.0,Some college/university (did not graduate),Computer Engineering,Pursuing Bachelor's (4-year) Degree,,24.0,Male,White,United States,High cost of living
4/5/2019 14:24:00,US Dollar (USD),Salary,195.5,120.0,0.0,18.0,230.0,0.0,Yes,Full-time,Software Engineer L3,Google,Publicly-traded,Internet/Software,Fully on-site position (never or almost-never remote),12.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science BSc,Pursuing Master's Degree,,23.0,Male,,,High cost of living
4/6/2019 17:59:33,US Dollar (USD),Salary,129.0,129.0,5.0,,12.0,,No,Full-time,Software engineer,Namelt,Privately-held,Human Resources,Fully on-site position (never or almost-never remote),72.0,21.0,21.0,Bachelor's (4-year) Degree,Computer Science,Other,,29.0,Male,White,United States,High cost of living
4/7/2019 10:35:46,US Dollar (USD),Hourly,160.0,160.0,,,,,Yes,Consultant/Freelancer (multiple and constantly-changing employers),Data Scientist,,Privately-held,Software,Mostly Remote (sometimes in the office),72.0,36.0,36.0,Doctorate Degree,Natural Language Processing,Other,,34.0,Male,White,USA,Medium cost of living
4/8/2019 11:49:40,US Dollar (USD),Salary,130.0,130.0,10.0,,6.0,,No,Full-time,Data Scientist,Unity Technologies,Privately-held,Software Company,"50-50 (half the time in the office, half the time not)",23.0,20.0,20.0,Bachelor's (4-year) Degree,Data Science,Pursuing Doctorate Degree,Computer Science ,24.0,Female,Hispanic/Latino,United States,Medium cost of living
4/8/2019 21:02:21,US Dollar (USD),Salary,77.0,70.0,,3.5,,,Yes,Full-time,Upstream Biologics Specialist,Catalent,Publicly-traded,Pharmaceutical,Fully on-site position (never or almost-never remote),144.0,0.0,0.0,Bachelor's (4-year) Degree,biochemistry,Other,,32.0,Female,White,united states,Medium cost of living
4/9/2019 9:46:00,US Dollar (USD),Salary,126.0,126.0,0.0,0.0,0.0,0.0,Yes,Full-time,Lead Software Engineer,,Privately-held,Testing and Personalization,"50-50 (half the time in the office, half the time not)",132.0,40.0,12.0,Master's Degree,Archaeology,Other,,40.0,Male,White,USA,High cost of living
4/9/2019 19:13:57,US Dollar (USD),Salary,129.0,120.0,,4.0,,,No,Full-time,Senior Software Engineer,,Privately-held,,Fully remote,120.0,6.0,6.0,Bachelor's (4-year) Degree,Computer Science,Other,,29.0,Female,Asian,US,Medium cost of living
4/11/2019 19:55:49,US Dollar (USD),Salary,100.0,90.0,0.0,5.0,10.0,,No,Full-time,Software Engineer,,Publicly-traded,Semiconductor OEM,Fully on-site position (never or almost-never remote),24.0,18.0,18.0,Bachelor's (4-year) Degree,Computer Engineering,Other,,25.0,Male,"White, Hispanic/Latino",US,High cost of living
4/18/2019 20:10:41,US Dollar (USD),Salary,135.0,119.0,,15.0,25.0,25.0,No,Full-time,Software Engineer,,Publicly-traded,HR,Fully remote,144.0,37.0,37.0,Some college/university (did not graduate),Software Engineering,Other,,34.0,Male,White,USA,High cost of living
4/19/2019 19:13:24,US Dollar (USD),Hourly,48.0,48.0,,,,,Yes,Contractor (primarily one employer),Developer II,,Publicly-traded,Medical Device,"50-50 (half the time in the office, half the time not)",6.0,6.0,6.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,27.0,Male,White,United States,Low cost of living
4/19/2019 19:13:30,US Dollar (USD),Hourly,48.0,48.0,,,,,Yes,Contractor (primarily one employer),Developer II,,Publicly-traded,Medical Device,"50-50 (half the time in the office, half the time not)",6.0,6.0,6.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,27.0,Male,White,United States,Low cost of living
4/20/2019 21:25:12,US Dollar (USD),Salary,115.0,100.0,10.0,15.0,0.0,0.0,Yes,Full-time,Senior QA Engineer,Rather not say,Publicly-traded,Ecommerce,Mostly in office (some remote allowed),36.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,26.0,Male,White,United States,Medium cost of living
4/21/2019 0:22:31,US Dollar (USD),Salary,135.0,118.0,10.0,17.0,0.0,0.0,Yes,Full-time,Application Development Team Lead,,Publicly-traded,Oil and gas,Mostly in office (some remote allowed),180.0,6.0,6.0,Bachelor's (4-year) Degree,Management of information systems,Pursuing Bachelor's (4-year) Degree,,29.0,Male,White,United States,Medium cost of living
4/22/2019 19:29:28,US Dollar (USD),Salary,350.0,150.0,150.0,50.0,0.0,0.0,Yes,Full-time,Software Engineer,Citadel,Privately-held,Finance,Fully on-site position (never or almost-never remote),9.0,0.0,0.0,High school / GED,,Pursuing Bachelor's (4-year) Degree,Computer Science,22.0,Male,Asian,United States,Medium cost of living
4/23/2019 20:58:49,US Dollar (USD),Salary,150.0,150.0,0.0,0.0,0.0,1.0,Yes,Full-time,Senior Android Developer,Fox News,Publicly-traded,News Media,Fully on-site position (never or almost-never remote),178.0,8.0,8.0,Bachelor's (4-year) Degree,Engineering,Other,None,36.0,Male,Asian,United States,Medium cost of living
4/24/2019 12:38:37,US Dollar (USD),Salary,219.075,190.5,15.0,28.575,,,Yes,Full-time,Software Engineering Manager II,,Privately-held,Ad Tech,"50-50 (half the time in the office, half the time not)",150.0,18.0,18.0,Master's Degree,Computer Engineering,Other,,37.0,Male,Asian,USA,High cost of living
4/24/2019 12:50:23,US Dollar (USD),Hourly,120.0,120.0,,,,,No,Contractor (primarily one employer),Developer,,Privately-held,,Mostly in office (some remote allowed),156.0,3.0,3.0,Bachelor's (4-year) Degree,Computer science,Pursuing Master's Degree,,36.0,Male,Asian,,
4/24/2019 13:21:40,US Dollar (USD),Salary,160.0,150.0,10.0,10.0,,,Yes,Full-time,Software Architect,IBM,Publicly-traded,,Mostly Remote (sometimes in the office),162.0,97.0,14.0,Bachelor's (4-year) Degree,computer science,Other,,34.0,Male,Asian,USA,Medium cost of living
4/24/2019 13:36:29,US Dollar (USD),Salary,130.0,130.0,10.0,,0.0,0.0,Yes,Full-time,Software Engineer,startup in Silicon Valley,Privately-held,Predictive Analytics,Mostly in office (some remote allowed),36.0,20.0,1.0,Bachelor's (4-year) Degree,Computer Science,Other,,22.0,Male,Asian,USA,High cost of living
4/24/2019 13:38:27,US Dollar (USD),Salary,111.0,111.0,0.0,0.0,0.0,0.0,No,Full-time,sr. oracle dba,,Privately-held,higher education,Mostly in office (some remote allowed),168.0,120.0,120.0,Master's Degree,computer science,Pursuing Technical/Vocational Certification,,37.0,Male,Asian,USA,Low cost of living
4/25/2019 14:03:21,US Dollar (USD),Salary,110.0,90.0,5.0,,,,Yes,Full-time,Software Developer,Nestle,Publicly-traded,Food,Fully on-site position (never or almost-never remote),6.0,6.0,6.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,Computer Science,22.0,Male,Black,United States,High cost of living
4/25/2019 18:24:35,US Dollar (USD),Salary,230.0,142.0,50.0,14.0,180.0,,Yes,Full-time,Data Scientist,Microsoft,Publicly-traded,,Mostly in office (some remote allowed),8.0,8.0,8.0,Doctorate Degree,Mathematics,Other,,28.0,Male,White,USA,High cost of living
4/28/2019 13:27:48,US Dollar (USD),Salary,75.0,75.0,,,,,No,Full-time,Software Engineer,,Privately-held,Web,Mostly in office (some remote allowed),0.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Bachelor's (4-year) Degree,,26.0,Male,White,USA,Medium cost of living
4/29/2019 19:11:17,US Dollar (USD),Salary,135.0,135.0,,,30.0,,Yes,Full-time,Senior Data Scientist,,Privately-held,,Fully on-site position (never or almost-never remote),108.0,29.0,29.0,Bachelor's (4-year) Degree,Mathematical Sciences,Pursuing Master's Degree,,33.0,Male,White,USA,High cost of living
4/30/2019 11:23:34,US Dollar (USD),Hourly,90.0,74.0,0.0,16.0,0.0,0.0,No,Full-time,Info Sec Analyst,,Privately-held,,Fully remote,36.0,36.0,3.0,Master's Degree,Data Analytics,Other,Data Analytics,23.0,Male,White,USA,Low cost of living
4/30/2019 14:55:26,US Dollar (USD),Salary,65.0,65.0,,,,,No,Full-time,Front-End Developer,,Privately-held,Technology,Fully remote,36.0,18.0,18.0,Bachelor's (4-year) Degree,Political Science,Other,,31.0,Female,Asian,USA,Medium cost of living
5/2/2019 23:19:08,US Dollar (USD),Salary,180.0,130.0,40.0,20.0,120.0,60.0,Yes,Full-time,Software Developer,,Publicly-traded,,Mostly in office (some remote allowed),24.0,24.0,24.0,Bachelor's (4-year) Degree,CS,Other,,,Male,Hispanic/Latino,,High cost of living
5/5/2019 23:50:46,US Dollar (USD),Salary,95.0,90.0,,,,,Yes,Full-time,Python Developer,SAIC,Publicly-traded,Government contracting,Fully on-site position (never or almost-never remote),108.0,1.0,1.0,Bachelor's (4-year) Degree,Computer Science,Other,,33.0,Male,White,USA,Low cost of living
5/7/2019 16:04:40,US Dollar (USD),Salary,120.0,113.0,,,7.0,,Yes,Full-time,Software Engineer,,Privately-held,Healthcare,Fully on-site position (never or almost-never remote),24.0,12.0,12.0,Master's Degree,Electrical Engineering,Other,,26.0,Male,,USA,High cost of living
5/8/2019 16:50:07,US Dollar (USD),Salary,112.0,100.0,5.0,,48.0,,Yes,Full-time,Software Applications Engineer,Workday,Publicly-traded,Human Capital Management,Fully on-site position (never or almost-never remote),24.0,12.0,12.0,Bachelor's (4-year) Degree,Mechanical Engineering,Other,,29.0,Male,White,USA,High cost of living
5/9/2019 13:20:58,US Dollar (USD),Salary,97.0,97.0,,,,,Yes,Full-time,Lead Software Engineer,,Privately-held,Consulting,Mostly in office (some remote allowed),46.0,46.0,4.0,Bachelor's (4-year) Degree,Government,Pursuing Bachelor's (4-year) Degree,Computer Science,26.0,Male,White,USA,High cost of living
5/9/2019 14:58:08,US Dollar (USD),Salary,166.0,136.0,,13.0,,,No,Full-time,Senior Software Modeling Engineer,Arm,Privately-held,Semiconductors,Mostly in office (some remote allowed),72.0,44.0,24.0,Master's Degree,Computer Architecture,Other,EECS,32.0,Male,"White, Hispanic/Latino",United States,Medium cost of living
5/9/2019 18:36:33,US Dollar (USD),Salary,93.0,80.0,5.0,,,,Yes,Full-time,Jr Software Developer,,Privately-held,Defense,Fully on-site position (never or almost-never remote),0.0,1.0,1.0,Master's Degree,Political Science,Pursuing Master's Degree,,34.0,Male,,US,Low cost of living
5/10/2019 10:18:13,US Dollar (USD),Salary,175.0,126.0,15.0,18.9,29.75,,Yes,Full-time,Software Engineer,Google,Publicly-traded,Everything tech!,Mostly in office (some remote allowed),48.0,0.0,10.0,Master's Degree,Computer Science,Other,,38.0,Male,Black,USA,Medium cost of living
5/10/2019 12:50:22,US Dollar (USD),Salary,82.0,82.0,,,,,Yes,Full-time,Angular Developer,,Privately-held,Construction,Mostly in office (some remote allowed),24.0,24.0,3.0,Bachelor's (4-year) Degree,German Language,Other,,28.0,Male,White,,Medium cost of living
5/10/2019 13:49:38,US Dollar (USD),Salary,104.5,104.5,,,,,No,Full-time,Android Engineer,,Privately-held,,Mostly in office (some remote allowed),12.0,12.0,12.0,Associate's (2-year) Degree,Computer Science,Other,,24.0,Female,,USA,High cost of living
5/13/2019 21:24:05,US Dollar (USD),Salary,80.168,72.064,,0.538,,0.75,Yes,Full-time,Software Engineer,,Publicly-traded,,Fully on-site position (never or almost-never remote),57.0,38.0,38.0,Bachelor's (4-year) Degree,Computer Information Systems,Other,,,,,,
5/13/2019 22:11:24,US Dollar (USD),Salary,160.0,162.0,2.0,,8.0,,Yes,Full-time,Software Engineer,,Privately-held,Advertising,Mostly in office (some remote allowed),48.0,2.0,2.0,Bachelor's (4-year) Degree,Computer Science,Other,,25.0,Male,Asian,United States of America,High cost of living
5/15/2019 10:26:46,US Dollar (USD),Hourly,60.0,60.0,0.0,0.0,0.0,0.0,No,Co-op,Digital Technology Intern,GE Aviation,Publicly-traded,Aerospace,Fully on-site position (never or almost-never remote),24.0,12.0,3.0,Some college/university (did not graduate),Computer Science,Pursuing Master's Degree,Computer Science,,,,,Low cost of living
5/19/2019 15:33:15,US Dollar (USD),Salary,80.0,80.0,,,,,No,Full-time,Software Engineer,,Privately-held,Technology,Fully on-site position (never or almost-never remote),3.0,3.0,3.0,Master's Degree,Computer Science,Other,,34.0,Female,White,USA,High cost of living
5/20/2019 14:43:28,US Dollar (USD),Salary,90.0,82.0,0.0,2.5,0.0,0.0,No,Full-time,Senior Systems Administrator,Prefer not to answer,Publicly-traded,Entertainment,Mostly in office (some remote allowed),72.0,13.0,13.0,High school / GED,Computer Science,Other,,29.0,Male,White,United States,Medium cost of living
5/21/2019 16:15:39,US Dollar (USD),Salary,95.0,95.0,,,,,Yes,Full-time,Senior Technical Consultant,Mindbreeze,Privately-held,Enterprise Search,Mostly in office (some remote allowed),27.0,3.0,3.0,Bachelor's (4-year) Degree,Electrical Engineering,Other,,24.0,Male,White,USA,Medium cost of living
5/21/2019 21:45:46,US Dollar (USD),Salary,150.0,130.0,0.0,20.0,0.0,0.0,Yes,Full-time,Senior Software Engineer,,Publicly-traded,banking,Mostly in office (some remote allowed),208.0,50.0,50.0,Bachelor's (4-year) Degree,Computer Science,Other,,41.0,Male,White,USA,Medium cost of living
5/25/2019 11:12:55,US Dollar (USD),Salary,141.35,128.5,5.0,12.85,17.6,,Yes,Full-time,Software Engineer,Indeed,Privately-held,HR tech,Mostly in office (some remote allowed),66.0,25.0,25.0,Bachelor's (4-year) Degree,Computer Science,Other,,27.0,Male,White,United States,Medium cost of living
5/25/2019 18:34:24,US Dollar (USD),Salary,60.0,55.0,0.0,5.0,0.0,0.0,No,Consultant/Freelancer (multiple and constantly-changing employers),Security Engineer,,Privately-held,Consulting,Mostly in office (some remote allowed),47.0,47.0,34.0,Master's Degree,Chemistry,Pursuing Master's Degree,Computer Science,29.0,Male,White,USA,Medium cost of living
5/26/2019 19:13:57,US Dollar (USD),Salary,284.0,184.763,,33.0,105.0,103.0,No,Full-time,Principal Software Engineer,MSFT,Publicly-traded,,Mostly in office (some remote allowed),156.0,61.0,30.0,Bachelor's (4-year) Degree,Game Development,Other,,33.0,Male,White,,High cost of living
5/26/2019 23:58:31,US Dollar (USD),Hourly,47.0,47.0,0.0,0.0,0.0,0.0,No,Co-op,Software Development Co-Op,Georgia Tech Research Institute,Privately-held,Government contracting,Fully on-site position (never or almost-never remote),0.0,1.0,1.0,Bachelor's (4-year) Degree,Speech-Language Pathology,Pursuing Bachelor's (4-year) Degree,Computer Science,25.0,Female,White,United States,Medium cost of living
5/28/2019 15:40:17,US Dollar (USD),Salary,48.0,64.5,1.5,0.0,,,Yes,Full-time,Software Engineer,Shared Spectrum Company,Privately-held,R&D for radio technologies,Fully on-site position (never or almost-never remote),14.0,2.0,2.0,Bachelor's (4-year) Degree,Computer Science,Other,Comp Sci,24.0,Male,White,usa,Medium cost of living
5/29/2019 6:02:25,US Dollar (USD),Hourly,96.0,85.0,,,,,No,Full-time,UX Designer,,Publicly-traded,Social Media,Mostly in office (some remote allowed),38.0,27.0,38.0,Bachelor's (4-year) Degree,Human Computer Interaction,Pursuing Technical/Vocational Certification,,27.0,Male,Hispanic/Latino,United States,Medium cost of living
5/29/2019 14:23:26,US Dollar (USD),Salary,70.0,70.0,0.0,0.0,0.0,0.0,No,Full-time,Software Engineer ,,Privately-held,Telecommunication,Mostly in office (some remote allowed),48.0,1.0,1.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,Computer Science,25.0,Male,Hispanic/Latino,US,Medium cost of living
5/29/2019 23:35:23,US Dollar (USD),Salary,330.0,200.0,0.0,30.0,250.0,30.0,Yes,Full-time,Principal Software Developer,Atlassian,Publicly-traded,Computer Software,Mostly in office (some remote allowed),252.0,14.0,14.0,Master's Degree,Computer Science,Other,,43.0,Male,White,USA,High cost of living
5/30/2019 0:05:27,US Dollar (USD),Salary,74.0,70.0,,,,,Yes,Contractor (primarily one employer),Application Developer,Blue Collar Objects,Privately-held,IT,Mostly in office (some remote allowed),36.0,12.0,12.0,Master's Degree,Computer Science,Other,Computer Science,27.0,Male,Asian,INDIA,Medium cost of living
5/31/2019 1:13:14,US Dollar (USD),Salary,145.0,120.5,15.0,13.0,40.0,,No,Full-time,Member of Technical Staff,,Publicly-traded,,Mostly in office (some remote allowed),45.0,21.0,21.0,Master's Degree,Computer Science,Other,,28.0,Male,Asian,USA,High cost of living
5/31/2019 20:58:28,US Dollar (USD),Salary,84.0,80.0,,,,,No,Full-time,Software Engineer,,Publicly-traded,Consulting,Mostly Remote (sometimes in the office),60.0,60.0,60.0,Bachelor's (4-year) Degree,Economics,Pursuing Master's Degree,Computer Science,31.0,Male,Asian,USA,Medium cost of living
6/5/2019 13:16:33,US Dollar (USD),Salary,210.0,180.0,15.0,30.0,0.0,0.0,Yes,Full-time,Senior Software Engineer,,Privately-held,Finacial,Fully on-site position (never or almost-never remote),60.0,6.0,6.0,Bachelor's (4-year) Degree,Computer Engineering,Other,,25.0,Male,White,USA,High cost of living
6/7/2019 8:30:29,US Dollar (USD),Hourly,35.905,35.905,0.0,0.0,0.0,0.0,No,Part-time,Junior Computer Vision Engineer,,Publicly-traded,,Fully on-site position (never or almost-never remote),15.0,9.0,1.0,High school / GED,Computer Science,Other,,20.0,Male,Native Hawaiian or Pacific Islander,New Zealand,Low cost of living
6/10/2019 17:44:36,US Dollar (USD),Salary,135.0,121.0,,6.0,,,No,Full-time,Software Developer V,,Privately-held,Aerospace and Defense,Fully on-site position (never or almost-never remote),142.0,42.0,25.0,Bachelor's (4-year) Degree,Computer Science,Other,,,,,United States,High cost of living
6/11/2019 19:43:43,US Dollar (USD),Salary,103.0,90.0,,,,,No,Full-time,Software Engineer,Dept of the Navy,Privately-held,Warfare,Mostly in office (some remote allowed),110.0,21.0,21.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,Physics,31.0,Male,White,USA,Low cost of living
